"Sr No","Blood Bank Name",State,District,City,Address,Pincode,"Contact No",Mobile,Helpline,Fax,Email,Website
117,"M/s. Gayatri Vidya Parishad Institute of Health Care and Medical Technology","Andhra Pradesh",VISAKHAPATNAM,"Visakhapatnam ","D. No.6-25, Maridi Valley, Marikavalasa, Madhurawada, Vishakapatnam
",530048,"0891 2793741, 0891 2590131",7675808026,"0891 2793741, 0891 2590131","0891 2793740",gvphospital@gmail.com,http://www.gvpmc.in
118,"Indian Red Cross Society Blood Bank, RCH-II","Andhra Pradesh",VIZIANAGARAM,Parvathipuram,"Area Hospital Premises, First Floor, Belagam, Parvathipuram
",535501,"08963 222088",9908842182,NA,NA,NA,
119,"District Headquarters Hospital Blood Bank","Andhra Pradesh",VIZIANAGARAM,Vizianagaram,"District Headquarters Hospital, Cantonment, Vizianagaram ",535003,NA,9440070099,NA,NA,bloodbankdhvzm@gmail.com,
120,"Indian Red Cross Society Blood Bank","Andhra Pradesh",VIZIANAGARAM,Vizianagaram,"D.No. 71/82, Near Ganesh Temple, Cantonment,  Vizianagaram",535003,"08922 272700",8142578999,,NA,"secretaryredcrossvizianagaram@gmail.com,",
121,"Srinivasa Nursing Home Blood Bank ","Andhra Pradesh",VIZIANAGARAM,Vizianagaram,"Ground Floor, Plot No. 06, Arundati Nagar, Opposite to Goods Shed, Cantonment, Vizianagaram",535002,"08922 275513 ",9390028861,,,,
122,"Maharaja Institute of Medical Sciences Blood Bank","Andhra Pradesh",VIZIANAGARAM,Vizianagaram,"D.No. 31-15, Nellimarla, Vizianagaram",535002,"08922 244394",9440043451,,,,
123,"ASN Raju Charitable Trust Blood Bank","Andhra Pradesh","WEST GODAVARI",Bhimavaram,"D.No. 24-1-1, R.K. Plaza (Sarovar complex), J. P. Raod, Bhimavaram
",534202,"08816 225556",9666001234,NA,NA,NA,http://www.asnrajutrust.org
124,"Uddaraju Anandaraju Foundation Blood Bank","Andhra Pradesh","WEST GODAVARI",Bhimavaram,"D.No. 27-8-21/2, Sivaraopet, Bhimavaram",534202,"08816 230888, 08816 230878",8897888108,NA,NA,anandabloodbank@gmail.com,
125,"M/s. Government Headquarters Hospital Blood Bank","Andhra Pradesh","WEST GODAVARI",Eluru,"Government Headquarters Hospital, Ground Floor, R.R. Peta, Eluru, West Godavari",534006,"08812 220333",0,NA,NA,wgbloodbank@gmail.com,
126,"M/s. Indian Red Cross Society Component Blood Bank","Andhra Pradesh","WEST GODAVARI",Eluru," General Hospital Premises, Eluru, West Godavai
",534006,"08812 224722",9848177142,NA,NA,redcrosseluru@gmail.com,http://www.indianredcross.ap.org
127,"M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank","Andhra Pradesh","WEST GODAVARI",Eluru,"Ground Floor, Hospital Block, NH 5 Eluru, West Godavari 
",534005,"08812 288288, 08812 288299",7382626281,NA,NA,asrams@yahoo.com,http://www.asram.in
128,"M/s. Good Samaritan Blood Bank","Andhra Pradesh","WEST GODAVARI",Eluru,"D.No.13-1, Good Samaritan Cancer and General Hospital, Vangayagudem, Eluru, West Godavari
",534001,"08812 246430, 08812 246947",9440470715,NA,NA,samaritaneluru@gmail.com,http://goodsmaritanhospitals.com
129,"M/s. Indian Red Cross Society Blood Bank jangareddi gudem","Andhra Pradesh","WEST GODAVARI",Jangareddygudem,"Government Hospital Premises, Jangareddygudem",534447,"08821 225305",9493009404,NA,NA,Bloodbankahjrg@gmail.com,http://www.indianredcross.ap.org
130,"Indian Red Cross Society Blood Bank narasapuram","Andhra Pradesh","WEST GODAVARI",Narasapuram,"C/o. Community Healthcare Center, Narsapuram",534275,"08814 276656 ",8179704000,NA,NA,harshasatish555@gmail.com,http://www.indianredcross.ap.org
131,"Palakol Voluntary Blood Bank","Andhra Pradesh","WEST GODAVARI",Palakol,"D.No. 47-1-12/2C, 1st floor, Beside Chamber of Commerce Building, Srinivasa Deluxe, Palakol
",534260,"08814 222678",9885144415,NA,NA,palakolvoluntarybloodbank@gmail.com,
132,"Indian Red Cross Society Blood Bank Tanuku  (Repeated)","Andhra Pradesh","WEST GODAVARI",Tanuku,"IRCS Sub Branch Doorno 27-14-9, Dodipatlavari Street, 
Tanuku, West Godavari District ",534211,8819221184,0,,,wgbloodbank@gmail.com,
133,"Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank","Andhra Pradesh","WEST GODAVARI",Tanuku,"D.No.27-14-9, Doddipatla Vari Street, Tanuku.",534215,"08819 221184",9959312349,"08819 220274",NA,ircs.tanuku@gmail.com,http://www.indianredcross.ap.org
134,"Sri Buddala Narasimhamurty Voluntary Blood Bank","Andhra Pradesh","WEST GODAVARI",Tanuku,"D.No.34-4/5, Ground Floor, Supriya Towers, Tanuku
",534211,"08819 225269",9133111131,NA,"08819 221096",nanibuddala@gmail.com,
135,"Rajiv Gandhi Institute of Medical Sciences Blood Bank","Andhra Pradesh","Y.S.R. (Kadapa)",Kadapa,"Blood Bank Medical Officer, O.P. Block Ground Floor, Blood Bank, RIMS General Hospital,Puttlampalli, Kadapa ( RIMS, Kadapa).",516001,"08562 225665",9502577742,,,"kadapabb@gmail.com balakrishna9999.1914@rediffmail.com, sgr2k2@gmail.com",
136,"Indian Red Cross Society, Blood Bank","Andhra Pradesh","Y.S.R. (Kadapa)",KADAPA,"D.No. 10-971, Opposite to Mattipedda Puli, Trunk Road, Kadapa
",516001,"08562 272829",9704798189,NA,NA,ircskadapa@gmail.com,
137,"Boga Parvathamma Blood Bank ","Andhra Pradesh","Y.S.R. (Kadapa)",Kadapa,"A unit of boga parvathamma memorial blood donation service organization,
d.no:7-137, second floor, jayanagar colony , Kadapa
  ",516002,NA,9440269795,NA,NA,bogaparvathamma@yahoo.com,
138,"Rajiv Gandhi Institute of Medical Sciences Blood Bank ","Andhra Pradesh","Y.S.R. (Kadapa)",Kadapa,"RIIMS General Hospital ,Ground Floor, Putlam Palli Kadapa",516001,,9703158194,,,,
139,"Fathima Institute of Medical Sciences Blood Bank","Andhra Pradesh","Y.S.R. (Kadapa)",Kadapa,"Ramarajupalli, Pulivendula Road Kadapa",516001,"08562 200505, 08562 200092",9440941709,,,,
140,"District Hospital Blood Bank ","Andhra Pradesh","Y.S.R. (Kadapa)",PRODDATUR,"APVVP, Gavini Circle, Yerraguntla Bypass Road, Proddatur",516360,,8106104334,,,"mobb.pdtr@gmail.com,",
141,"A.P Vaidyavidhanaparishad Area Hospital Blood Bank","Andhra Pradesh","Y.S.R. (Kadapa)",Proddatur,"Proddatur, YSR",516360,,9985198393,,,,
142,"A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ","Andhra Pradesh","Y.S.R. (Kadapa)",Pulivendula,"Ground Floor, Muddanuru Road, Pulivendula",516390,,9440978262,,,"pulivendulabb2007@gmail.com harishkumar.kvr@gmail.com",http://www.sahss.org
143,"Changlang District Hospital Blood Bank","Arunachal Pradesh",CHANGLANG,Changlang,"District Hospital, Changlang District, Arunachal Pradesh",792120,,9436068812,N/A,N/A,minsingngemu@gmail.com,
144,"Pasighat General Hospital Blood Bank","Arunachal Pradesh","EAST SIANG",Pasighat,"General Hospital, Pasighat,  Jt. DHS (T&R), High Region, Near NH 52. ",791102,,9436225890,N/A,N/A,gjonkey@gmail.com,
145,"Lohit District Hospital Blood Bank","Arunachal Pradesh",LOHIT,Tezu,"District Hospital Tezu, Lohit District, Arunachal Pradesh",792001,,9436633161,N/A,N/A,dmolohit@gmail.com,
146,"General Hospital Ziro  Blood Bank","Arunachal Pradesh","LOWER SUBANSIRI",Ziro,"General Hospital Ziro, Lower Subansiri
 
",791120,,8415000448,N/A,N/A,bloodbankziro@gmail.com,
147,"Ramakrishna Mission Hospital Blood bank","Arunachal Pradesh","PAPUM PARE",Itanagar,"Ramakrishna Mission Hospital 
P.O. Ramakrishna Mission
Itanagar,
",791113," 0360-221 2263, 221 8780",943,N/A,"0360-221 2761",rkmitanagar@gmail.com,
148,"Arunachal State Hospital Blood Bank","Arunachal Pradesh","PAPUM PARE",Naharlagun,"Arunachal State Hospital / General Hospital, NH 52A, Lumer Dai Road",791110,,8731981187,N/A,N/A,neharlagumbloodbank@gmail.com,
149,"Tawang District Hospital Blood Bank","Arunachal Pradesh",TAWANG,Tawang,"District Hospital, Tawang District , Arunachal Pradesh",790104,,9402222155,N/A,N/A,tengyal2233@gmail.com,
150,"Tawang District Hospital Blood Bank ","Arunachal Pradesh",TAWANG,Tawang,"Bomdila,Tawang",790104,,9402795155,,,,
151,"District Hospital Blood Bank","Arunachal Pradesh","UPPER SIANG","Upper Siang","Roing,Tezu, Upper Siang",0,,0,,,,
152,"Upper Siang District Hospital Blood Bank","Arunachal Pradesh","UPPER SIANG",Yingkiong,"District Hospital, Yingkiong, Upper Siang District, 
Arunachal Pradesh.",791002,"03777 222545",9436226409,N/A,N/A,dmoykggmail.com,
153,"Upper Subansiri District Hospital Blood Bank","Arunachal Pradesh","UPPER SUBANSIRI",Daporijo,"District Hospital Daporijo, Upper Subansiri District, 
Arunachal Pradesh",791122,,8794050827,N/A,N/A,drbininirin@gmail.com,
154,"West Siang District Hospital Blood Bank","Arunachal Pradesh","WEST SIANG",Aalo,"District Hospital, Medical Complex, Aalo",791001,,9436056268,N/A,N/A,yatugee@gmail.com,
155,"Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank",Assam,BARPETA,Barpeta,"Ground Floor  Fakhruddin Ali Ahmed Medical College, Jotigaon, Jania Road.
Opposite to Chaulkhowa River ",781301,"03665 252088",9435042865,N/A,"03665 252081",bloodbankfaamc5@gmail.com,
156,"Bongaigaon Civil Hospital Blood Bank",Assam,BONGAIGAON,Bongaigaon,"Main Road, Mayapuri,Bongaigaon",783380,"03664 228103",9435021056,N/A,N/A,bloodbank.bongaigaon@gmail.com,
157,"Lower Assam Hospital Blood Bank",Assam,BONGAIGAON,Bongaigaon,"Chapaguri Road, North Bongaigaon",783380,3664230465,9435720622,N/A,N/A,"lowerassamhospital@yahoo.in, nmandal979@gmail.com",
158,"Silchar Medical College and Hospital Blood Bank",Assam,CACHAR,Silchar,"Krishnapur Medical Road, Ghungoor, Silchar
",788014,"03842 229103",9435076209,N/A,N/A,bloodbanksmch@gmail.com,http://www.smcassam.gov.in/
159,"Indian Red Cross Children Hospital Blood Bank",Assam,CACHAR,Silchar,"Indian Red Cross Children Hospital, Tarapur, Silchar",788007,N/A,9401854401,N/A,N/A,ircs.silchar@yahoo.com,
160,"Barak Blood Bank and Clinical Research Centre",Assam,CACHAR,Silchar,"Central Rd, Tarapur, Kanakpur Part-II",788005," 03842 222 185",9435071314,N/A,N/A,prdpnk@rediffmail.com,
161,"Bongaigaon Refinery (BRPL) Hospital Blood Bank ",Assam,CHIRANG,Dhaligaon,"BRPL Refinery, iocl/bgr township",783385,"03664254669, 03664253253",9435121190,N/A,"03664 241037",dr_dk_das@indianoil.in,
162,"Mangaldoi Civil Hospital Blood Bank",Assam,DARRANG,Mangaldoi,"Mangaldoi Civil Hospital, NH 52, Mangaldoi, Darrang",784125,"03713 222024",9854035697,N/A,N/A,bloodbank.mangaldoi@gmail.com,
163,"Dhemaji Civil Hospital Blood Bank",Assam,DHEMAJI,Dhemaji,"Ward No:9, Lachit Nagar, Natun Nagar Rd",787057,N/A,9678100660,N/A,N/A,bloodbank.dhemaji@gmail.com,
164,"Dhubri Civil Hospital Blood Bank",Assam,DHUBRI,Dhubri,"Jhagrarpar, Dhubri",783325,"0366 223 2558, 03662 230959",9435028860,N/A,N/A,bloodbank.dhubri@gmail.com,
165,"Assam Medical College and Hospital Blood Bank",Assam,DIBRUGARH,Dibrugarh,"Barbari, Dibrugarh",786002,3732303731,9435033505,N/A,N/A,dbr.bloodbankamch@gmail.com,
166,"Dr. Damani&#39;s Nursing Home Blood Bank",Assam,DIBRUGARH,Dibrugarh,"L.G.B. Avenue, Near Circuit House",786001,"0373 2300928",9435031702,N/A,"0373 2302184",damani_medicos@rediffmail.com,
167,"Aditya Diagnostic Hospital Blood Bank",Assam,DIBRUGARH,Dibrugarh,"Bordoloi Avenue, Dibrugarh",786005,"0373 2302219, 0373 2302220",9435030421,N/A,N/A,adityahospitalsdib@gmail.com,
168,"Sri Manta Sankardeva Hospital and Research Centre Blood Bank",Assam,DIBRUGARH,Dibrugarh,"Chowkindinge, Mancotta Road",786001,"00373 2327717, 0373 2327715",9435269959,N/A,N/A,sshridibrugarh@yahoo.com,
169,"Dirial Central Hospital Blood Bank",Assam,DIBRUGARH,Dibrugarh,"Diral Tea estate, Hoogrijan",786601,N/A,9435181581,N/A,N/A,"muninsharma1@rediffmail.com, rishavacks@gmail.com",
170,"Oil India Limited Hospital Blood Bank",Assam,DIBRUGARH,Duliajan,"Oil Hospital, Duliajan",786602,"0374 2806356",9954498584,N/A,"0374 2800442","malamani@oilindia.in, malamani123@yahoo.com",
171,"Haflong Civil Hospital Blood Bank ",Assam,"DIMA HASAO",Haflong,"NH 54, Songpijaang, Haflong",788819,"03673 236 555",9435077512,N/A,N/A,haflongbloodbank@gmail.com,
172,"Goalpara Civil Hospital Blood Bank",Assam,GOALPARA,Goalpara,"Agia Road, Goalpara",783121,"03663240337, 03663 243800",9435023847,N/A,N/A,bloodbank.golpara@gmail.com,
173,"Solace Hospital and Research centre Pvt.Ltd Blood bank",Assam,GOALPARA,Goalpara,"BOC Agia Road Road, P.O. Baladmari
Opposite to Assam Oil Petrol Pump",783121,"03663 240021, 03663 243031",9435323781,N/A,N/A,solacehospital@aol.in,
174,"Kushal Konwar (KK) Civil Hospital Blood Bank",Assam,GOLAGHAT,"Golaghai town","Abita Building, 1st floor,  Golaghat Near stataion Rd
",785621,"00377 428 0042, 03774 280265",9435151875,N/A,N/A,bloodbank.golaghai@gmail.com,
175,"Vivekananda Kendra NRL Hospital Blood Bank",Assam,GOLAGHAT,Golaghat,"NRL Township, Numaligarh Refinery Complex",785699,"03776-266-566,03776-266-700",9435478406,N/A,N/A,"vknrl.hospital@gmail.com, barnali.deuri@nrl.co.in",
176,"S. K. Roy Civil Hospital Blood Bank ",Assam,HAILAKANDI,Hailakandi,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi",788151,"03744 281443, 03744 222423",9859763582,N/A,N/A,bloodbank.hailakandi@gmail.com,
177,"Jorhat Medical College and Hospital Blood Bank ",Assam,JORHAT,Jorhat,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan",785001,"0376 2370155",9435747816,N/A,N/A,bloodbank.jmch.jorhat@gmail.com,
178,"Air Force Hospital Blood Bank",Assam,JORHAT,Jorhat,"Air Force station, Jorhat, 5, C/O 99 APO",785005,N/A,9706054599,N/A,N/A,drsunipat@gmail.com,
179,"Greater Jorhat Lions Blood Bank",Assam,JORHAT,Jorhat,"Lions Multiple Service Centre, Sonali Jayanti Nagar",785001,N/A,9854665019,N/A,N/A,"chutiabipul@gmail.com, dranimesh@yahoo.com",
180,"Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank",Assam,KAMRUP,Guwahati,"Panbazar, Guwahati",781001,"0361 2733004",9401389455,N/A,N/A,bloodbankmmchguwahati@gmail.com,
181,"Dispur Blood Bank",Assam,KAMRUP,Guwahati,"Ganeshguri, Dispur",781006,"0825 399124 ext 222",9707020370,N/A,N/A,dishosp@gmail.com,
182,"Saharia&#39;s Path Lab & Blood Bank",Assam,KAMRUP,Guwahati,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, Bhangagarh
Opposite Anil Plaza",781005,"0361-2458595, 0361 245 8594",9864097823,N/A,N/A,sahariabloodbank@gmail.com,
183,"International Hospital Blood Bank",Assam,KAMRUP,Guwahati,"Lotus Tower, G.S. Road, Christian Basti",781005,3617135005,9864017874,N/A,N/A,"deeps.bhuyan@gmail.com, bloodbankihl.hosp@gmail.com",http://internationalhosp.com
184,"Hayat Hospital Blood Bank",Assam,KAMRUP,Guwahati,"Odalbakra, Lalganesh",781034,0361-2475550/51/52/53/54,9508122223,N/A,N/A,"hayathospital@gmail.com, hhqualitycontrol@gmail.com",
185,"Rahman Hospital Private Limited Blood Bank",Assam,KAMRUP,Guwahati,"VIP Road, Sixmile, Khanapara, ",781022,"0361 233444",9864010982,N/A,N/A,bloodbankrahmanhospitals@gmail.com,
186,"GNRC Institute of Medical Sciences Blood bank",Assam,KAMRUP,Guwahati,"Sila Grant Town, North Guwahati , Near IIT Guwahati",781030,"03612227700, 03612227701",9706900636,N/A,N/A,drradhikalakhotia@gmail.com,
187,"Central Hospital N. F. Railway Blood Bank",Assam,KAMRUP,Maligaon,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati",781011,"03612723762, 03612570492",9957550524,N/A,N/A,"mdnfr@gmail.com, choudhurysuraj3@gmail.com",
188,"G.N.R.C. Hospital Blood Bank",Assam,"KAMRUP METRO","Dispur, Guwahati","Dispur, Guwahati",781006,"0361 2227700",9954088100,N/A,N/A,gnrclabservices@gmail.com,
189,"Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank",Assam,"KAMRUP METRO",Guwahati,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati",781032,"0361 252 9457",9864096208,N/A,N/A,bloodbank.gmch.guwahati@gmail.com,
190,"Dr. B. Borooah Cancer Institute Blood Bank",Assam,"KAMRUP METRO",Guwahati,"Gopinath Nagar, Birubari, Guwahati",781016,"0361 2472366, 0361 2472636",9864016791,N/A,0361-2472636,bbeibloodbank@gmail.com,http://www.bbcionline.org/index.htm
191,"Assam Gujarat Voluntary Blood Bank and Research Centre",Assam,"KAMRUP METRO",Guwahati,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, 
Manipuri Basti",781007,N/A,9864096134,N/A,N/A,agvrc5@gmail.com,
192,"Down Town Hospital Blood Bank ",Assam,"KAMRUP METRO",Guwahati,"4th Floor, Buiding No:1, G.S. Road, Dispur",781006,"00361 2332741, 0361 2334168",9706025061,N/A,N/A,drmayuri_13@yahoo.co.in,
193,"Ganga Hospital Blood Bank",Assam,"KAMRUP METRO",Guwahati,"G. S. Road, Lachit Nagar, Ulubari, 
Near KFC; Neubari",781007,"0361 2454742",8011010800,N/A,N/A,gangabloodbankghy@gmail.com,
194," Surakhya  Blood Bank ",Assam,"KAMRUP METRO",Guwahati,"Arya Hospital complex, A.M. Road, Rehabri
Opposite Apsara Cinema Hall",781008,"03612606665, 0361 2606888",9864015329,N/A,N/A,surakhya2004@gmail.com,
195,"Marwari Hospital and Research Centre Blood Bank",Assam,"KAMRUP METRO",Guwahati,"Sati Jaymati Road, Athgaon",781008,"0361 2733737",9435049187,N/A,N/A,tarunbdutta@gmail.com,
196,"151 Base Hospital Blood Bank",Assam,"KAMRUP METRO",Guwahati,"Basistha, Guwahati",781029,N/A,9959857437,N/A,N/A,manuchopra70@gmail.com,
197,"Sanjevani Hospital Blood Bank",Assam,"KAMRUP METRO",Guwahati,"Maligaon,  Guwahati",781011,"0361 2674892",8811091296,N/A,N/A,sanjevanihospital@gmail.com,
198,"Narayana Hrudayalaya Limited Blood Bank",Assam,"KAMRUP METRO",Guwahati,"Tularam Bafana Civil Hospital Campus, North Guwahati, Amingaon.",781031,3612680321,8811079324,8811888888,"0361 2680322",hirakjyoti.das.dr@narayanahealth.org,http://www.narayanahealth.org
199,"Diphu Civil Hospital Blood Bank",Assam,"KARBI ANGLONG",Diphu,"Diphu, Karbi Anglong",782460,,9435066080,N/A,N/A,bloodbank.karbianglong@gmail.com,
200,"Karimganj Civil Hospital Blood Bank",Assam,KARIMGANJ,Karimganj,Karimganj,788710,"03843260490, 03844 263200",9401884355,N/A,N/A,bloodbank.karimganj@gmail.com,
201,"R.N.B. Civil Hospital Blood Bank",Assam,KOKRAJHAR,Kokrajhar,"Habrubil, Gossaigaon, Kokrajhar",783370,"03661 276436",9435026547,N/A,N/A,bloodbank.kokrajhar@gmail.com,
202,"North Lakhimpur Civil Hospital Blood Bank",Assam,LAKHIMPUR,"North Lakhimpur","North Lakhimpur",787001,"03752 242240, 03752 243182",9435534330,N/A,N/A,bloodbank.lakhimpur@gmail.com,
203,"Morigaon Civil Hospital Blood Bank",Assam,Morigaon,Morigaon,"KK Handique Path, Ward Number 7, Rajagaon, ",782105,N/A,8011352918,N/A,N/A,bloodbank.morigoan@gmail.com,
204,"Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank",Assam,NAGAON,Hojai,"Hojai, Nagaon",782435,03674-252514,9435032531,N/A,N/A,hammhrc@gmail.com,
205,"Divisional Railway Headquarters Hospital Blood Bank",Assam,NAGAON,Lumding,"Lumding  ",0,N/A,9957553526,N/A,N/A,bhaskar.das@gmail.com,
206,"B.P. Civil Hospital Blood Bank",Assam,NAGAON,Nagaon,"Civil Road, Nagaon",782001,03672-251105,9435061021,N/A,N/A,nagaonbloodbank@gmail.com,
207,"North East Blood Bank and Research Centre",Assam,NAGAON,Nagaon,"N.H. 37, Haibargaon, ",782002,"03672 223351",9435061932,N/A,N/A,gdhospital@redifmail.com,
208,"S. M. K. Civil Hospital Blood Bank ",Assam,NALBARI,Nalbari,"Maszid Road ",781335,03624-223555,9435028232,N/A,N/A,bloodbank.nalbari@gmail.com,
209,"Nalbari Maternity Hospital Blood Bank",Assam,NALBARI,Nalbari,"Alternative Road",781335,3624220840,9435194910,N/A,N/A,drrajusarma@gmail.com,
210,"O.N.G.C. Limited Hospital Blood Bank",Assam,SIVASAGAR,Sivasagar,"Sivasagar ",785640,N/A,9435717271,N/A,N/A,manishagogoi@yahoo.co.in,
211,"Pragati Hospital and Research Centre Blood Bank",Assam,SIVASAGAR,Sivasagar,"A.T. Road, Sivsagar",785640,,9854041744,N/A,N/A,,
212,"Sivasagar Civil Hospital Blood Bank",Assam,SIVASAGAR,Sivasagar,Joysagar,785640,,9435057007,N/A,N/A,"bloodbank.sivsagar@gmail.com, bloodbank.sibsagar@gmail.com",
213,"Catholic Hospital Blood Bank",Assam,SONITPUR,"Biswanath chariali",Borgang,784167,3715291162,9957806732,N/A,N/A,borgangcatholichospital@yahoo.in,
214,"Kanaklata Civil Hospital Blood Bank",Assam,SONITPUR,Tezpur,"Main Road, Tezpur",784001,"003712-252999, 03712 220033",9435080847,N/A,N/A,sonitpurbloodbank@gmail.com,
215,"155 Base Hospital Blood Bank",Assam,SONITPUR,Tezpur,"Tezpur  ",784501,N/A,9435710555,N/A,N/A,preranaguleria@gmail.com,
216,"Tezpur Medical College Hospital Blood Bank ",Assam,SONITPUR,Tezpur,Bihaguri,784010,"03712 241344",8486893474,N/A,N/A,bloodbanktmch@gmail.com,
217,"Indian Oil Corp Ltd (AOD) Hospital blood bank",Assam,TINSUKIA,Digboi,"IOCL, Assam Division, Digboi",786171,03751-263515,9435506677,N/A,N/A,drashokkumar@indianoil.in,
218,"Central Hospital  Coal India Limited",Assam,TINSUKIA,Margherita,"Coal India Limited, Margerita",786184,,9435138053,N/A,N/A,gmmrg1@sancharnet.in,
219,"Tinsukia Civil Hospital Blood Bank",Assam,TINSUKIA,Tinsukia,"Bordoloi Nagar, Tinsukia",786125,"0374 2308343",8876262939,,N/A,bloodbanktinsukia@gmail.com,
220,"Tinsukia Blood Bank",Assam,TINSUKIA,Tinsukia,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia",786125,"0374 2332080",9435269959,N/A,N/A,tinsukiabloodbank@yahoo.com,
221,"Sadar Hospital Aurangabad Blood Bank",Bihar,AURANGABAD,Aurangabad,"Old  G.T. Road",824101,"06186 224533",0,,,bloodbankabadbihar@gmail.com,
222,"Meera Nursing Home Blood Bank and Research Centre",Bihar,BEGUSARAI,Begusarai,"Pokharia Rd, Chitragupta Nagar, Begusarai,",851101,"06243 222250",9835642642,,,vjayk98222@gmail.com,
223,"Rastra Kavi Dinkar Blood Bank",Bihar,BEGUSARAI,Begusarai,"Sadar Hospital, Begusarai

",851101,"06243 220072",9431208750,,,bbdhbegusarai@gmail.com,
224,"Deshratna Rajendra Prasad Memorial Rotary Blood Bank",Bihar,BEGUSARAI,"Begusarai ","Kali Asthan,  P. O. Pokhanlya

",851101,"06243 243006, 06243-210354",9431211796,,,rotarybloodbankbgs@gmail.com,
225,"Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank",Bihar,BHAGALPUR,Bhagalpur,"Mayaganj, Tilkamanjhi, ",812001,"0641 2409555  ",9934456029,N/A,0641-2401078,rbbjlnmch@gmail.com,http://www.jlnmcbgp.org/
